11,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,14899338422106154935954618156544858699,b'ecdsa-with-SHA256',b'20210812120000Z',b'20200812000000Z',ABSA Bank,https://www.bepassion.com/mtab/sumc.php,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
12,,,*.webador.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,188518757446218715777716850020544207668,b'sha256WithRSAEncryption',b'20210908235959Z',b'20200907000000Z',Other,https://orangs.webador.com/
13,,,geovanda.net,US,Let's Encrypt,Let's Encrypt Authority X3,2,391003774551316507877944783558928445431641,b'sha256WithRSAEncryption',b'20210209091134Z',b'20201111091134Z',Other,https://geovanda.net/
14,,,goindiaearn.com,US,"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,2,10140321947869275158,b'sha256WithRSAEncryption',b'20220218163435Z',b'20200218163435Z',Virustotal,https://goindiaearn.com/,"http://crl.godaddy.com/gdig2s1-1731.crl
"
4558,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,http://paypal.com-update.accounts.paypal.thepresidencyschool.com/signin?country.x=ma&amp;amp,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
4559,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,http://paypal.com-update.accounts.paypal.thepresidencyschool.com/authflow/password-recovery?country.x=cn&amp;amp,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
4560,,,koof.com.au,US,Let's Encrypt,Let's Encrypt Authority X3,2,313696369589995081134552249744949776096647,b'sha256WithRSAEncryption',b'20210211021913Z',b'20201113021913Z',Other,https://koof.com.au/marolaw/
4561,,,koof.com.au,US,Let's Encrypt,Let's Encrypt Authority X3,2,313696369589995081134552249744949776096647,b'sha256WithRSAEncryption',b'20210211021913Z',b'20201113021913Z',Other,https://koof.com.au/marolaw
4562,,,rocom.co.in,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,39483326996352499051711127966420267698,b'sha256WithRSAEncryption',b'20210127235959Z',b'20201029000000Z',Other,https://www.rocom.co.in/fassets/js/min/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
4563,,,rocom.co.in,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,39483326996352499051711127966420267698,b'sha256WithRSAEncryption',b'20210127235959Z',b'20201029000000Z',Other,https://www.rocom.co.in/fassets/js/min,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
4564,,,echo.lihi.io,US,Google Trust Services,GTS CA 1D2,2,190634848933087010553808938044037362966,b'sha256WithRSAEncryption',b'20210101005746Z',b'20201003005746Z',Other,https://lihi1.cc/JIf9o,"http://crl.pki.goog/GTS1D2.crl
"
4565,,,teknosmart.co.id,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,101526070991710357245623258626038202715,b'sha256WithRSAEncryption',b'20210116235959Z',b'20201018000000Z',Other,https://teknosmart.co.id/wp-content/plugins/nice-infoboxes/Wemail/Wemail/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
4566,,,teknosmart.co.id,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,101526070991710357245623258626038202715,b'sha256WithRSAEncryption',b'20210116235959Z',b'20201018000000Z',Other,https://teknosmart.co.id/wp-content/plugins/nice-infoboxes/Wemail/Wemail,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
4567,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,http://paypal.com-update.accounts.paypal.thepresidencyschool.com/signin?country.x=ru&amp;amp,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
4568,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,9052029140442680505341952323760067674,b'ecdsa-with-SHA256',b'20210726120000Z',b'20200726000000Z',Google,https://easy3traa.top/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4569,,,shopica.pk,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,48842109216431794166015924239822773431,b'sha256WithRSAEncryption',b'20210124235959Z',b'20201026000000Z',Other,https://shopica.pk/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
4570,,,pocket-exchange.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,345679890653360403708641429543346896992876,b'sha256WithRSAEncryption',b'20210203215247Z',b'20201105215247Z',Other,https://bit.ly/34mHgDG
4571,,,ferma.cc,US,Let's Encrypt,Let's Encrypt Authority X3,2,389458439510840851565171252501041120599414,b'sha256WithRSAEncryption',b'20201213081725Z',b'20200914081725Z',Other,https://bit.ly/2Qgj1yJ
4572,,,pay-today.cc,US,Let's Encrypt,Let's Encrypt Authority X3,2,328154809386381449882356961325247250467065,b'sha256WithRSAEncryption',b'20201224201749Z',b'20200925201749Z',Other,https://pay-today.cc/login/
4573,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://roupakids.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
4574,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://roupakids.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
4575,GB,Jagex Limited,www.runescape.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,2690252988218585791233481870999567927,b'sha256WithRSAEncryption',b'20220916120000Z',b'20200826000000Z',RuneScape,https://www.www.servlces.runescape.com-er.ru/,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
4576,CN,"Beijing Sogou Technology Development Co., Ltd.",*.sogou.com,BE,GlobalSign nv-sa,GlobalSign RSA OV SSL CA 2018,2,28096748772170826587840152871,b'sha256WithRSAEncryption',b'20210722052741Z',b'20200428033050Z',Other,http://translate.sogoucdn.com/pcvtsnapshotorigin?_t=1572026205262%20open_in_new%20add%20link&amp;from=en&amp;noTrans=0&amp;query=paypal%20account&amp;tabMode=2&amp;tfr=englishpc&amp;to=zh-CHS&amp;url=https://www.paypal.com/us/signin
4577,CN,"Beijing Sogou Technology Development Co., Ltd.",*.sogou.com,BE,GlobalSign nv-sa,GlobalSign RSA OV SSL CA 2018,2,28096748772170826587840152871,b'sha256WithRSAEncryption',b'20210722052741Z',b'20200428033050Z',PayPal,http://translate.sogoucdn.com/pcvtsnapshotorigin?url=https://www.paypal.com/us/signin&amp;query=paypal%20account&amp;tabMode=2&amp;noTrans=0&amp;tfr=englishpc&amp;from=en&amp;to=zh-CHS&amp;securl=&amp;_t=1572026205262%20open_in_new%20add%20link
4578,,,mail.officialnightingalemovie.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,322676879636615908583930751614571176347935,b'sha256WithRSAEncryption',b'20210204174617Z',b'20201106174617Z',Other,https://officialnightingalemovie.com/font/mweb/index.php
4579,,,meltingpotltd.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,68589526669170217832355925103921962802,b'sha256WithRSAEncryption',b'20210109235959Z',b'20201011000000Z',Other,https://t.co/m6Fz3ChX91,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
4580,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://bazwinxx.weebly.com,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
4581,,,*.creatorlink.net,US,Let's Encrypt,Let's Encrypt Authority X3,2,367616094645097493764003727992280157229068,b'sha256WithRSAEncryption',b'20201222033857Z',b'20200923033857Z',Other,https://updating.creatorlink.net/
4582,,,com-as.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,272439287511974744430221816019827381113442,b'sha256WithRSAEncryption',b'20210119142522Z',b'20201021142522Z',RuneScape,"https://secure.runescape.com-as.ru/m=weblogin/loginform941,622,451,99236737,2167"
4583,,,balex.cc,US,Let's Encrypt,Let's Encrypt Authority X3,2,320677184758028011570461320962298781020192,b'sha256WithRSAEncryption',b'20210215212308Z',b'20201117212308Z',Other,http://balex.cc/photo
4584,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://bitferronort.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
4585,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://bitferronort.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
4586,,,mymentalhealthday.org,US,Let's Encrypt,Let's Encrypt Authority X3,2,380037207648098983187174010911996261051279,b'sha256WithRSAEncryption',b'20210124010403Z',b'20201026010403Z',Other,https://www.mymentalhealthday.org/wp-content/themes/private/handling/webmail/login.html
4587,,,update-my-webmail.gcdsexpress.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,108520434632322921409626173843800673218,b'sha256WithRSAEncryption',b'20210817235959Z',b'20200817000000Z',Microsoft,https://www.update-my-webmail.gcdsexpress.com/
4588,,,chungcuvinhomessmartcity.com.vn,US,Let's Encrypt,Let's Encrypt Authority X3,2,326995838309095353696248388529049892281903,b'sha256WithRSAEncryption',b'20210119021032Z',b'20201021021032Z',Other,http://chungcuvinhomessmartcity.com.vn/wp-content/t-online/t-online.php?email=
4589,,,com-as.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,272439287511974744430221816019827381113442,b'sha256WithRSAEncryption',b'20210119142522Z',b'20201021142522Z',RuneScape,"https://secure.runescape.com-as.ru/m=weblogin/loginform622,241,279,33236969,2167"
4590,,,com-as.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,272439287511974744430221816019827381113442,b'sha256WithRSAEncryption',b'20210119142522Z',b'20201021142522Z',RuneScape,"https://secure.runescape.com-as.ru/m=weblogin/loginform328,537,143,71192274,2167"
4591,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,334842446025644137411675310227567170962,b'sha256WithRSAEncryption',b'20210126073342Z',b'20201103073342Z',PayPal,https://docs.google.com/forms/d/e/1FAIpQLSfORGq2ZKsc0SOEneI1m7xCow9suRJrYNoH6ppsku6_KXVDPw/viewform?usp=sf_link,"http://crl.pki.goog/GTS1O1core.crl
"
4592,,,autodiscover.regalrent.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,336075752299572334369465612806887249767624,b'sha256WithRSAEncryption',b'20210205224339Z',b'20201107224339Z',Other,https://regalrent.com/administrador/TURBOSTAFF/11/main/en.php?common_l&amp;wp=W_est&amp;sub&amp;e=5HGLbc713bf6b1f1e8e79cb356cc280dd8a4bc713bf6b1f1e8e79cb356cc280dd8a4bc713bf6b1f1e8e79cb356cc280dd8a4&amp;_layouts=session&amp;_locales=lang&amp;en-US=746cc4612658c3b8225fdd5fac0b2697
4593,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,8965282004092417756791457960198977043,b'ecdsa-with-SHA256',b'20210806120000Z',b'20200806000000Z',Other,https://www.egacal.edu.pe/securedfile/Drive/retry.php,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4594,,,autodiscover.regalrent.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,336075752299572334369465612806887249767624,b'sha256WithRSAEncryption',b'20210205224339Z',b'20201107224339Z',Other,https://regalrent.com/administrador/TURBOSTAFF/11/main/en.php?common_l&wp=W_est&sub&e=AeD5413e8c598f708313c856b8a4618be5b9413e8c598f708313c856b8a4618be5b9413e8c598f708313c856b8a4618be5b9&_layouts=session&_locales=lang&en-US=70d98cb2ca17072ac2ebb64ca399ba27
4595,,,autodiscover.regalrent.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,336075752299572334369465612806887249767624,b'sha256WithRSAEncryption',b'20210205224339Z',b'20201107224339Z',Other,https://regalrent.com/administrador/TURBOSTAFF/11/main/index.php
4596,,,webwave.dev,US,Let's Encrypt,Let's Encrypt Authority X3,2,412284063204129021663195327748239672287101,b'sha256WithRSAEncryption',b'20210107061201Z',b'20201009061201Z',Other,https://fhhw1u.webwave.dev/
4597,,,webwave.dev,US,Let's Encrypt,Let's Encrypt Authority X3,2,412284063204129021663195327748239672287101,b'sha256WithRSAEncryption',b'20210107061201Z',b'20201009061201Z',Other,https://vt3pa0.webwave.dev/
4598,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12019681975498581802363209463126524419,b'ecdsa-with-SHA256',b'20210527120000Z',b'20200527000000Z',Other,https://webcentricmenue.wapka.website/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4599,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,12019681975498581802363209463126524419,b'ecdsa-with-SHA256',b'20210527120000Z',b'20200527000000Z',Other,https://webcentricmenue.wapka.website,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4600,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Other,https://firebasestorage.googleapis.com/v0/b/obam4-dabb2.appspot.com/o/hrjwejnwoienwii%20(4).html?alt=media&amp;token=109995f0-aa0d-4f83-a5f9-10ea600012a6#info@probiomed.com.mx,"http://crl.pki.goog/GTS1O1core.crl
"
4601,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,7912818065151129718805827652369219503,b'ecdsa-with-SHA256',b'20210614120000Z',b'20200614000000Z',Other,https://is.gd/LRajZm,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4602,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,7912818065151129718805827652369219503,b'ecdsa-with-SHA256',b'20210614120000Z',b'20200614000000Z',Other,https://zb8ej.csb.app/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4603,,,meltingpotltd.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,68589526669170217832355925103921962802,b'sha256WithRSAEncryption',b'20210109235959Z',b'20201011000000Z',Other,https://t.co/0Y8DHT78dD,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
4604,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://dekosterexcavatingcom-my.sharepoint.com/:b:/g/personal/sarah_dekosterexcavating_com/EbVFy5Z4j3xJqCsLmXmCE-0BVrBerGg1gufiFdKpyowtbA?e=4:bmU16c&amp;at=9,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
4605,,,www.supportfacbook.instarkspa.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,363108865950717092482277937054827202162151,b'sha256WithRSAEncryption',b'20210109083845Z',b'20201011083845Z',Other,https://supportfacbook.instarkspa.com/
4606,,,*.000webhostapp.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,2228254079092510724983124338469064688,b'sha256WithRSAEncryption',b'20210710120000Z',b'20190611000000Z',Other,https://duiliobozic.000webhostapp.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
4607,,,*.000webhostapp.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,2228254079092510724983124338469064688,b'sha256WithRSAEncryption',b'20210710120000Z',b'20190611000000Z',Other,https://jaywatsonfiles.000webhostapp.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
4608,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,6753919479936812558622245636038751043,b'ecdsa-with-SHA256',b'20210802120000Z',b'20200802000000Z',Other,https://womensmma.com/LanTroVisionLtd/toda/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4609,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,6753919479936812558622245636038751043,b'ecdsa-with-SHA256',b'20210802120000Z',b'20200802000000Z',Other,https://womensmma.com/LantroPteLtd/toda/index.php,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4610,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,10884553978062918591796447296989764444,b'ecdsa-with-SHA256',b'20210810120000Z',b'20200810000000Z',Amazon.com,https://amaznde-com.webs.com/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
4611,,,www.airtellotterywinners.com,US,Google Trust Services,GTS CA 1D2,2,60368102075011817768935903245108287186,b'sha256WithRSAEncryption',b'20210117061725Z',b'20201019061725Z',Other,https://www.airtellotterywinners.com/,"http://crl.pki.goog/GTS1D2.crl
"
4612,,,com-as.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,272439287511974744430221816019827381113442,b'sha256WithRSAEncryption',b'20210119142522Z',b'20201021142522Z',RuneScape,"https://secure.runescape.com-as.ru/m=weblogin/loginform879,365,168,78142598,2167"
4613,,,uqr.to,US,Let's Encrypt,Let's Encrypt Authority X3,2,272527988268078460126839601675649507291690,b'sha256WithRSAEncryption',b'20210124212630Z',b'20201026212630Z',PayPal,https://uqr.to/kr14?userid=1401523827
4614,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,http://paypal.com-update.accounts.paypal.thepresidencyschool.com/signin?amp;locale.x=en_LU&amp;country.x=LU,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
4615,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,http://www.paypal.com-update.accounts.paypal.thepresidencyschool.com/success,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
4616,US,"PayPal, Inc.",www.paypal.com,US,DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,2,9646532526730309546592120242956583117,b'sha256WithRSAEncryption',b'20220315120000Z',b'20200310000000Z',Other,http://paypal.com-update.accounts.paypal.thepresidencyschool.com/success,"http://crl4.digicert.com/sha2-ev-server-g2.crl
"
4617,US,"Bitly, Inc.",*.bitly.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,3586077203209879265180938577155686779,b'sha256WithRSAEncryption',b'20210818120000Z',b'20200810000000Z',Other,https://bitly.com/3aCTQzL,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
4618,,,lettersonapaige.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,263025622986409306903149978697495559464,b'sha256WithRSAEncryption',b'20210108235959Z',b'20201010000000Z',Other,https://lettersonapaige.com/wp-includes/Requests/weekly830i3downloadinQ3YcqRVJnDihsXOO7fgcVYoSx46_7djO2bFY2BgYOjFUYoAFqVOLRFXServices-/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
4619,,,lettersonapaige.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,263025622986409306903149978697495559464,b'sha256WithRSAEncryption',b'20210108235959Z',b'20201010000000Z',Other,https://lettersonapaige.com/wp-includes/Requests/weekly830i3downloadinQ3YcqRVJnDihsXOO7fgcVYoSx46_7djO2bFY2BgYOjFUYoAFqVOLRFXServices-,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
4620,,,rocom.co.in,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,39483326996352499051711127966420267698,b'sha256WithRSAEncryption',b'20210127235959Z',b'20201029000000Z',Other,https://www.rocom.co.in/assets/media/logos/1/,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
4621,,,rocom.co.in,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,39483326996352499051711127966420267698,b'sha256WithRSAEncryption',b'20210127235959Z',b'20201029000000Z',Other,https://www.rocom.co.in/assets/media/logos/1,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
4622,,,*.weebly.com,US,DigiCert Inc,RapidSSL RSA CA 2018,2,20033798623500631602717297113972656487,b'sha256WithRSAEncryption',b'20211202120000Z',b'20191004000000Z',Other,https://proconaraguaina.weebly.com/,"http://cdp.rapidssl.com/RapidSSLRSACA2018.crl
"
4623,,,*.drv.tw,US,Let's Encrypt,Let's Encrypt Authority X3,2,433334743006485756188563166451214757807808,b'sha256WithRSAEncryption',b'20210203031646Z',b'20201105031646Z',PayPal,https://qwrsmsxiauzhdzsxos66fq-on.drv.tw/paypal/login.html
4624,,,com-as.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,272439287511974744430221816019827381113442,b'sha256WithRSAEncryption',b'20210119142522Z',b'20201021142522Z',RuneScape,"https://secure.runescape.com-as.ru/m=weblogin/loginform572,854,947,63216484,2167"
4625,,,uniquebaze.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,38723639086713343289087182448435614349,b'sha256WithRSAEncryption',b'20210424235959Z',b'20200424000000Z',Other,https://uniquebaze.com/apple/home
4626,,,uniquebaze.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,38723639086713343289087182448435614349,b'sha256WithRSAEncryption',b'20210424235959Z',b'20200424000000Z',Other,https://uniquebaze.com/apple/home/index.php
4627,,,viglink.com,US,Amazon,Amazon,2,7788952560988491628035914902656997785,b'sha256WithRSAEncryption',b'20210210120000Z',b'20200110000000Z',Other,https://redirect.viglink.com/?u=Mm.1und1.de//dereferrer?target=aHR0cHM6Ly9maXJlYmFzZXN0b3JhZ2UuZ29vZ2xlYXBpcy5jb20vdjAvYi9xdWU2LTE4N2YzLmFwcHNwb3QuY29tL28vZG9tYWluMS5odG1sP2FsdD1tZWRpYSZza29sdmVya2V0LnNlYmVuZ3QuaGFyanUmdG9rZW49MDNhMDMxYzYtZTE1MS00OTg4LTlhYTQtMDhmZDJjOTAwMDIzJnNrb2x2ZXJrZXQuc2ViZW5ndC5oYXJqdSNiZW5ndC5oYXJqdUBza29sdmVya2V0LnNl&amp;key=fd5de1d096b38be9fffd6ddc1948df4f,"http://crl.sca1b.amazontrust.com/sca1b.crl
"
4628,,,uniquebaze.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,38723639086713343289087182448435614349,b'sha256WithRSAEncryption',b'20210424235959Z',b'20200424000000Z',Other,http://uniquebaze.com/apple/home
4629,,,uniquebaze.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,38723639086713343289087182448435614349,b'sha256WithRSAEncryption',b'20210424235959Z',b'20200424000000Z',Other,http://uniquebaze.com/apple/home/index.php
4630,US,"Atlassian, Inc.",*.bitbucket.io,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,21135181528969018299681426273800990947,b'sha256WithRSAEncryption',b'20220705120000Z',b'20200603000000Z',Other,http://meeting-23900123090123.bitbucket.io/,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
